dt,N_l,E,V_l,V[E],C_l,N_l C_l
0.025,2053016,0.500320861728061,0.21434099102734427,1.0440298128574949e-07,3.569845144898635e-06,7.328949199999216
0.0125,288352,0.00046542388661332363,0.04988160643759931,1.729885918516234e-07,4.200267000055406e-05,12.111553899999764
0.00625,177480,0.001075966997989914,0.03896236985453772,2.1953104493203584e-07,8.638267804823762e-05,15.331197700001212
0.003125,100504,-0.00045937036856703156,0.02513861867032244,2.501255539115104e-07,0.0001771679972936458,17.806092400000576
0.0015625,46368,0.0008275895508267644,0.014725428350462418,3.1757738851066295e-07,0.00045589113828505484,21.138760300001422
0.00078125,20040,-0.0007869554571819125,0.008728983895302269,4.35578038687738e-07,0.001412755364271435,28.311617499999556
0.000390625,7248,0.0007183585029188564,0.00424390893340141,5.85528274475912e-07,0.005127031139624639,37.160721699999385
0.0001953125,3040,0.0005023648177632379,0.0029964336904959917,9.856689771368394e-07,0.01888839131578933,57.42070959999956
9.765625e-05,784,-0.00042073864627754947,0.0010861088396092063,1.385342907664804e-06,0.0950477623724482,74.5174456999994
 , ,0.5022435010121467, ,4.456743758456876e-06,0.121240954520906,271.12704800000006
