dt,N_l,E,V_l,V[E],C_l,N_l C_l
0.025,267832,0.5002521025389366,0.21280599904088326,7.945503115418742e-07,3.887227441084176e-06,1.041123900000457
0.0125,21144,0.0026823743798319115,0.04863061682931754,2.2999724190937166e-06,0.00010938934449491684,2.3129283000005216
0.00625,9888,-0.00308385794777508,0.038007379685287855,3.843788398593027e-06,0.0004069807746763672,4.0242258999999185
0.003125,4544,-0.00017493847777885372,0.02625220612481537,5.77733409436958e-06,0.0013317709066901864,6.051567000000207
0.0015625,1208,0.0004988995824791187,0.012579913942874065,1.041383604542555e-05,0.008978680380795443,10.846245900000895
0.00078125,736,-0.004478812877891841,0.009048312205900856,1.2293902453669642e-05,0.019057766576087657,14.026516200000515
0.000390625,528,-0.001960835246270085,0.005861507029980906,1.1101339071933534e-05,0.02637093882575777,13.923855700000104
0.0001953125,56,-6.733059177761378e-05,0.0007628990447156266,1.3623197227064761e-05,0.3169514839285666,17.74928309999973
9.765625e-05,40,0.0014680679926306396,0.00032991304784662834,8.247826196165709e-06,0.45710027250001417,18.284010900000567
 , ,0.4951356693523848, ,6.83957462178574e-05,0.8303111704645242,88.25975690000291
