dt,N_l,E,V_l,V[E],C_l,N_l C_l
0.025,2392,0.5163672244810306,0.22972054511634366,9.603701718910688e-05,2.246442307692095e-05,0.05373489999999491
0.0125,208,-0.008034584983642897,0.037095313525422294,0.00017834285348760718,0.0005378942307685884,0.1118819999998664
0.00625,112,-0.01645799106101919,0.023229276567297782,0.00020740425506515875,0.0012499678571451511,0.13999640000025693
0.003125,96,0.0023127522955310007,0.03211120895999211,0.0003344917599999178,0.00240151458333493,0.23054540000015328
0.0015625,48,-0.028131613864935772,0.0075842948163549005,0.00015800614200739375,0.0046121374999970035,0.22138259999985616
0.00078125,16,-0.003643980788631311,0.004549043556819811,0.00028431522230123817,0.009626431249998289,0.15402289999997262
0.000390625,16,-0.03608652183041438,0.003967325451454855,0.00024795784071592844,0.019632293750003527,0.3141167000000564
0.0001953125,16,-0.013554904119374881,0.0012498126466606249,7.811329041628906e-05,0.03599874374999956,0.575979899999993
9.765625e-05,16,-0.0013246975518012454,0.00043109047363457,2.6943154602160625e-05,0.06828843125000716,1.0926149000001146
4.8828125e-05,16,0.0009273170383023383,6.724936177031414e-05,4.203085110644634e-06,0.14147133125000266,2.2635413000000426
 , ,0.41237299961504426, ,0.0016158146208954454,0.2838412098443338,5.157817000000307
