dt,N_l,E,V_l,V[E],C_l,N_l C_l
0.025,37792,0.4978755057312333,0.20721110312360808,5.482935624566259e-06,4.736002328529562e-06,0.1789829999997892
0.0125,528,0.007098842380344002,0.032958690822266684,6.242176292095963e-05,0.003844144696971642,2.0297084000010273
0.00625,344,0.015265010481871644,0.03323611388636495,9.661661013478183e-05,0.00998138343023388,3.4335959000004546
0.003125,200,0.030869714752107376,0.029174881382329695,0.00014587440691164847,0.024615283999999064,4.923056799999813
0.0015625,96,-0.014159553790226102,0.01407615337874121,0.00014662659769522094,0.0722744979166734,6.938351800000646
0.00078125,80,0.014154806502807952,0.012448336549114885,0.00015560420686393605,0.08416502624999395,6.733202099999516
0.000390625,16,-0.014242832903728297,0.0014645469877171146,9.153418673231967e-05,0.2732361500000024,4.371778400000038
0.0001953125,32,0.011492282152689971,0.0030068417645703347,9.396380514282296e-05,0.5561628375000112,17.797210800000357
9.765625e-05,16,0.0014843436042553254,7.29255868159025e-05,4.557849175993906e-06,1.124953681249977,17.99925889999963
4.8828125e-05,16,-0.0018545789902789777,6.864015850305672e-05,4.290009906441045e-06,2.1786917250000215,34.859067600000344
2.44140625e-05,16,-0.001227363026619526,3.3223239316693283e-05,2.0764524572933302e-06,4.340599300000022,69.44958880000036
 , ,0.5467561768944567, ,0.0008090488235659842,8.668528766046235,168.71380250000198
