dt,N_l,E,V_l,V[E],C_l,N_l C_l
0.025,24440,0.5006911858063448,0.21357203209349102,8.738626517736948e-06,4.774189852712792e-06,0.11668120000030063
0.0125,3808,0.002762910104978527,0.027405000637594573,7.196691343906138e-06,2.4612867646988288e-05,0.0937257999997314
0.00625,1568,-0.0026378472365394885,0.022720099676931862,1.4489859487839198e-05,0.00012712283163276257,0.19932860000017172
0.003125,832,0.0014027762979027044,0.02193065866356593,2.6358964739862898e-05,0.0004162037259615769,0.346281500000032
0.0015625,264,-0.006142216131577063,0.010630850621687482,4.0268373566998036e-05,0.0020971632575752055,0.5536510999998543
0.00078125,80,0.003133661035639002,0.0031321656760519645,3.915207095064956e-05,0.009409455000000124,0.7527564000000099
0.000390625,48,-0.008529302034781472,0.001543964605564999,3.216592928260415e-05,0.01840266666666324,0.8833279999998356
0.0001953125,16,-0.0037762314680168264,0.00031425298198389654,1.9640811373993534e-05,0.038139706249996415,0.6102352999999426
9.765625e-05,16,-0.0008553318194013894,0.000155946131497094,9.746633218568374e-06,0.07411317499999726,1.185810799999956
4.8828125e-05,16,-0.003400110309322164,0.0003058529610705212,1.9115810066907575e-05,0.14680250625000113,2.348840100000018
 , ,0.48264949424522663, ,0.0002168737705490664,0.28953738603932744,7.090638799999852
