dt,N_l,E,V_l,V[E],C_l,N_l C_l
0.025,3796392,0.5000401732905868,0.22270303416147413,5.8661759418277706e-08,3.4612364318542693e-06,13.140210300000094
0.0125,1077352,0.00023611663296112216,0.04397882469795458,4.082122156728217e-08,8.48197775657369e-06,9.13807570000018
0.00625,674304,-5.365094208754721e-05,0.03229401068467545,4.789236113781833e-08,1.5911238551157622e-05,10.729011799999789
0.003125,391776,-0.00016009098338561328,0.020756368165993713,5.298019318690709e-08,3.0445507381770395e-05,11.927819100000479
0.0015625,207280,-0.0001524637494270979,0.011903095016934519,5.742519788177595e-08,6.179603290235778e-05,12.80908170000072
0.00078125,109176,4.702081750807643e-06,0.006475576135872525,5.9313183628934244e-08,0.00012210267091668984,13.33068120000053
0.000390625,53552,-4.9473863301786685e-08,0.0035322303146756353,6.595888696361733e-08,0.00027336958470270973,14.639487999999512
0.0001953125,23704,6.797754716871564e-05,0.001856403831404057,7.831605768663758e-08,0.0007407288601079914,17.558236899999827
9.765625e-05,7592,-0.00030545263521685763,0.0009379711472833623,1.2354730601730273e-07,0.003572547958377177,27.122784099999528
4.8828125e-05,2824,-0.0003118746682630292,0.0006442529363633996,2.2813489247995735e-07,0.01692768077195456,47.80377049999968
2.44140625e-05,728,-0.0005488247171419515,0.000172455431142226,2.3688932849206867e-07,0.07328681469780184,53.35280109999974
1.220703125e-05,496,0.00016120680543739053,0.00015064335673635904,3.037164450329819e-07,0.13853701028225845,68.7143571000002
6.103515625e-06,48,-0.00036415507951713036,6.951519147715113e-06,1.448233155773982e-07,1.0933485354166699,52.480729700000154
3.0517578125e-06,32,0.0003438534526862388,5.581685781549638e-06,1.744276806734262e-07,2.1956414250000016,70.26052560000005
1.52587890625e-06,16,3.762736436718886e-05,2.7245041358381257e-06,1.7028150848988286e-07,4.422038799999996,70.75262079999993
7.62939453125e-07,16,-9.801254093174435e-05,9.22393278446319e-07,5.764957990289494e-08,8.788096624999994,140.6095459999999
 , ,0.498897082385124, ,1.9008389181371632e-06,16.732705736235804,634.3697396000002
