dt,N_l,E,V_l,V[E],C_l,N_l C_l
0.025,1482176,0.49995361439811664,0.20892660000913935,1.4095937325198853e-07,3.5802086256959946e-06,5.306499299999587
0.0125,137336,-0.0002584269574453184,0.03210219296095274,2.3374929341871572e-07,6.538107488201429e-05,8.979175299996314
0.00625,89216,-0.0007268044653090105,0.03083349032342432,3.4560493995947275e-07,0.00014600775309358936,13.02622769999767
0.003125,45536,-0.0005370550515414962,0.021885152365330927,4.806120951627487e-07,0.0004105170304814062,18.693303500001313
0.0015625,19256,-0.0015192809847017902,0.013637042441408505,7.081970524204667e-07,0.0013874850020773465,26.717411200001383
0.00078125,5992,-0.0021254440759317854,0.007550803119180646,1.2601473830408287e-06,0.007986119943257737,47.85283070000036
0.000390625,1608,0.0003782467706413738,0.003963632778222725,2.464945757601197e-06,0.058870551305969514,94.66384649999898
0.0001953125,904,-0.0001731559673644226,0.002147207273306496,2.3752292846310794e-06,0.10932442865044296,98.82928350000044
9.765625e-05,288,-0.00047363566979784384,0.001219657867105668,4.2349231496724585e-06,0.6737655364583343,194.04447450000026
4.8828125e-05,48,-0.0003079888587578214,7.108910986549693e-05,1.4810231221978528e-06,2.1988760999999877,105.54605279999942
2.44140625e-05,32,-0.0009499483224343429,3.0372392637055613e-05,9.491372699079879e-07,4.343377412500004,138.98807720000013
1.220703125e-05,16,-0.000988333100902304,1.979112771062983e-05,1.2369454819143643e-06,8.485612862500005,135.76980580000009
6.103515625e-06,16,0.00033595285701039,5.226288831010333e-06,3.266430519381458e-07,17.89580108749999,286.33281739999984
3.0517578125e-06,16,-0.003514676024375165,0.00018573937966837544,1.1608711229273465e-05,34.81502014999998,557.0403223999997
1.52587890625e-06,16,6.393381338781106e-05,1.6526020372338128e-06,1.032876273271133e-07,69.333950875,1109.343214
7.62939453125e-07,16,-0.0005182996607455077,8.475998677323025e-07,5.297499173326891e-08,138.29211103749998,2212.6737765999997
3.814697265625e-07,16,0.00024542201126363794,5.470897118166467e-07,3.419310698854042e-08,276.15093891249995,4418.415022599999
 , ,0.48888412071111303, ,2.8037284210439694e-05,552.3676480449271,9472.222140999995
