dt,N_l,E,V_l,V[E],C_l,N_l C_l
0.025,56728,0.4991870726919908,0.21071979967518287,3.7145642306300744e-06,4.101884430971405e-06,0.23269170000014583
0.0125,8024,-0.00030681416886457795,0.027660568032213794,3.447229316078489e-06,2.0584334496543526e-05,0.16516870000026526
0.00625,3968,0.0003664209301035735,0.0257025634287237,6.477460541513029e-06,7.346544858873621e-05,0.2915109000001053
0.003125,1936,0.004126068316787988,0.017626807522584047,9.104755951747958e-06,0.000214180010330778,0.41465250000038617
0.0015625,592,0.00032347639941542245,0.011135938367851412,1.881070670245171e-05,0.001382357601351612,0.8183557000001543
0.00078125,336,0.0010405859997504778,0.006925010181075389,2.0610149348438656e-05,0.003326165773809836,1.1175917000001048
0.000390625,80,0.0009164141745288411,0.0015754868236114324,1.9693585295142904e-05,0.01849134999999933,1.4793079999999463
0.0001953125,128,-0.006386644570948289,0.0015901057317101947,1.2422701028985896e-05,0.010342076562499523,1.323785799999939
9.765625e-05,16,0.0007020775014338174,0.00011635741317984513,7.27233832374032e-06,0.06737603124999936,1.0780164999999897
4.8828125e-05,16,-0.0002560420548217735,6.445844276770592e-05,4.02865267298162e-06,0.13710867499999677,2.1937387999999483
2.44140625e-05,16,-0.0005552472995106995,1.4886946198390228e-05,9.304341373993892e-07,0.272113275000006,4.353812400000096
 , ,0.49915736791986565, ,0.00010651257754911003,0.5104522628655095,13.46863270000108
