dt,N_l,E,V_l,V[E],C_l,N_l C_l
0.025,629592,0.4996159774429753,0.21215957283989187,3.369794610476179e-07,3.555334407044579e-06,2.2384101000000105
0.0125,140384,1.4708224392219753e-06,0.027909704484679887,1.9880972535815968e-07,9.089790859356894e-06,1.2760611999999583
0.00625,97408,-0.0008989449495338598,0.02537856097138263,2.6053877475548857e-07,1.7357051782193296e-05,1.6907156999998847
0.003125,57592,-0.0004940285981013254,0.018566683565058077,3.223830317588915e-07,3.348880747326118e-05,1.928687400000058
0.0015625,24504,0.00031770852735144733,0.01145472602238024,4.674635170739569e-07,8.960474616388168e-05,2.1956746999997567
0.00078125,9208,0.0018720266743904122,0.006748862670824149,7.329346949200857e-07,0.00029602747610777514,2.7258210000003937
0.000390625,2088,-0.003118864536160559,0.0029095784603384626,1.3934762741084592e-06,0.0024321296455938877,5.078286700000038
0.0001953125,1664,-1.677481462956373e-05,0.0024522270534295698,1.4736941426860396e-06,0.003785757391826907,6.299500299999973
9.765625e-05,304,0.0009438971698219567,0.0007572107517974766,2.4908248414390677e-06,0.03295555296052692,10.018488100000184
4.8828125e-05,48,-0.002639047574359857,6.162217949694399e-05,1.283795406186333e-06,0.1404187916666662,6.740101999999978
2.44140625e-05,296,-0.0006429437349491427,0.00026258887415132437,8.871245748355553e-07,0.03285911554054102,9.726298200000143
1.220703125e-05,16,0.00028745481528033313,1.5727883729080186e-05,9.829927330675117e-07,0.5549580312499955,8.879328499999929
6.103515625e-06,16,0.001912806127806365,7.118727152550066e-06,4.4492044703437913e-07,1.1077724937499978,17.724359899999964
3.0517578125e-06,16,-0.0011298284758654853,2.7829309696099667e-06,1.7393318560062292e-07,2.170875224999999,34.73400359999999
1.52587890625e-06,16,0.0005477092100444406,1.394868156313547e-06,8.717925976959668e-08,4.413040112500003,70.60864180000004
7.62939453125e-07,16,-0.00016678472263219514,1.542360571521562e-06,9.639753572009763e-08,8.896923099999999,142.35076959999998
 , ,0.49639183338387755, ,1.1633447605361862e-05,17.35646943291194,324.2151488000003
