dt,N_l,E,V_l,V[E],C_l,N_l C_l
0.0010000000000000002,105400,0.4979376398448857,0.206845762863452,1.9624835186285768e-06,0.00015679366160290185,16.526051932945855
0.0005000000000000001,20120,0.0013982338304297688,0.04363224966657718,2.1686008780604962e-06,0.0009017113798018365,18.14243296161295
0.00025000000000000006,9800,0.00014213479547706408,0.03147293123148225,3.2115235950492095e-06,0.002792452886624604,27.366038288921118
0.00012500000000000003,3328,-0.0038600386554426373,0.02174365892519973,6.5335513597354955e-06,0.016851866003819934,56.08301006071274
6.250000000000001e-05,1120,-8.056198297081129e-05,0.012182796475162218,1.0877496852823408e-05,0.08317242671868628,93.15311792492864
3.125000000000001e-05,336,-0.0012369361517345781,0.005957579405057938,1.7730891086481958e-05,0.4568158071599014,153.49011120572686
1.5625000000000004e-05,144,-0.004184690611723892,0.0030827629743797593,2.140807621097055e-05,1.4464347613069957,208.28660562820738
7.812500000000002e-06,64,-0.0028825913798778244,0.0015312193237570775,2.3925301933704335e-05,3.3452501437568567,214.09600920043883
3.906250000000001e-06,32,-0.004150087344485484,0.0003100089336249544,9.687779175779824e-06,6.649287481268402,212.77719940058887
1.9531250000000005e-06,32,-3.136908164096499e-05,0.00029404202751683446,9.188813359901077e-06,14.421128812595272,461.4761220030487
9.765625000000002e-07,16,-0.0011152849520423593,3.208157930884256e-05,2.00509870680266e-06,28.776199071318842,460.4191851411015
4.882812500000001e-07,16,-0.0022916704078178593,2.563753643830602e-05,1.6023460273941262e-06,57.29115055792499,916.6584089267999
 , ,0.4796447779030561, ,0.00011030196270533171,112.4901418859818,2838.474292675033
