dt,N_l,E,V_l,V[E],C_l,N_l C_l
0.0010000000000000002,221288,0.5008090060719244,0.20800334217480093,9.399666596236621e-07,0.0001474917204067785,32.6381478253752
0.0005000000000000001,60296,-0.0006872740607328273,0.04266938985732933,7.07665348569214e-07,0.00039670011340653454,23.919430037960407
0.00025000000000000006,35408,0.00038038263655882254,0.03139235612271129,8.865893618027364e-07,0.0008112098982745351,28.723320078104738
0.00012500000000000003,18856,0.00014205853029541465,0.020844514221621917,1.1054579031407465e-06,0.0019051754039324626,35.92398741655052
6.250000000000001e-05,5840,0.0007150108284204972,0.012391333057816761,2.1218036057905414e-06,0.010184818777345022,59.479341659694924
3.125000000000001e-05,2000,0.002196446362368711,0.006882197739072442,3.441098869536221e-06,0.04647866331879049,92.95732663758098
1.5625000000000004e-05,1024,0.0012105168438078817,0.0038340447284526866,3.7441843051295768e-06,0.10370684600820823,106.19581031240523
7.812500000000002e-06,216,-0.0005242710998315706,0.0018435611730653711,8.5350054308582e-06,0.775292320927191,167.46314132027325
3.906250000000001e-06,120,-5.9782730868362336e-05,0.0008145534297915735,6.787945248263113e-06,1.490893224424993,178.90718693099916
 , ,0.5041820933819429, ,2.8269716732714015e-05,2.429816450592548,726.2076922189444
