dt,N_l,E,V_l,V[E],C_l,N_l C_l
0.025,1222432,0.500394421730017,0.208857965076739,1.70854464769197e-07,3.4446027263668313e-06,4.210792599998058
0.0125,118008,0.00042376227273012955,0.03266898119961536,2.7683700426763744e-07,5.2332720663012074e-05,6.175679700000729
0.00625,72848,-0.0007228460563916727,0.030851611642369613,4.235066390617397e-07,0.00012359673566880405,9.003775000001037
0.003125,40336,2.6916579964749102e-05,0.023150814141742696,5.739491804279724e-07,0.0002907089572590402,11.726036500000646
0.0015625,19032,0.00015894785665596266,0.013699221874282812,7.197993838946412e-07,0.0007451537988650635,14.18176709999989
0.00078125,7464,0.002326630681550451,0.00821560521951588,1.1006973766768328e-06,0.002859666599678497,21.3445515000003
0.000390625,2248,0.0025245020493585586,0.0041615606996089965,1.8512280692210839e-06,0.014714416414590863,33.07800810000026
0.0001953125,480,-0.0031606195948402993,0.00181020356486901,3.771257426810438e-06,0.1485756381249956,71.31630629999789
9.765625e-05,72,0.00039104353037963094,0.000159984017862545,2.222000248090903e-06,0.7286493652777796,52.46275430000013
4.8828125e-05,96,-0.0002460815487057939,0.00022153452272787215,2.307651278415335e-06,0.7372734625000087,70.77825240000084
2.44140625e-05,16,-0.0004966786774140879,4.1279348629981304e-05,2.5799592893738315e-06,4.3438739000000055,69.50198240000009
 , ,0.5016199988233047, ,1.5997740361009613e-05,5.977161685732241,363.77990589999985
